DeviceTimeStamp,Primary_VL1,Primary_VL2,Primary_VL3,Primary_IL1,Primary_IL2,Primary_IL3,Secondary_VL1,Secondary_VL2,Secondary_VL3,Secondary_IL1,Secondary_IL2,Secondary_IL3,Oil_Temperature,Power_factor,High_Voltage_Winding_1,High_Voltage_Winding_2,High_Voltage_Winding_3,Low_Voltage_Winding_1,Low_Voltage_Winding_2,Low_Voltage_Winding_3,hv1-lv1,v2-lv2,hv3-lv3,primary_copper_loss,secondary_copper_loss,Total_copper_loss,Total_iron_loss,total_loss,efficiency
29-09-2022 18:00,11.153,10.92,10.96,41,42,41,0.45,0.46,0.44,1031.15,1052.94,1029.51,68,0.83,2,2.02,2.01,0.02,0.04,0.02,1.98,1.98,2,3434.696667,21877.76746,25312.46413,13000,38312.46413,0.95429811
29-09-2022 18:15,11.1,10.96,11,39.5,42.5,39.5,0.43,0.45,0.45,993.425,1065.475,991.845,68,0.83,1.97,2,1.97,0.02,0.01,0.04,1.93,1.99,1.95,3253.295,10376.63606,13629.93106,12000,25629.93106,0.96895712
29-09-2022 18:30,11.156,10.8,10.9,40.5,41,40.5,0.44,0.44,0.45,1018.575,1027.87,1016.955,68,0.83,2,2.01,2,0.04,0.02,0.01,1.99,1.99,1.99,3313.27,20880.10184,24193.37184,13500,37693.37184,0.955003378
29-09-2022 18:42,11.05,10.84,10.923,41.5,39.5,41.5,0.45,0.45,0.44,1043.725,990.265,1042.065,68,0.83,2.02,2.01,2.02,0.01,0.01,0.02,2,2,2.007,3364.664167,6906.902586,10271.56675,14000,24271.56675,0.97055392
29-09-2022 18:45,11.2,10.83,10.94,39.6,40.5,39.6,0.46,0.44,0.43,995.94,1015.335,994.356,68,0.83,2.03,1.992,2,0.02,0.013,0.01,2.02,1.979,1.99,3195.6876,11083.21345,14278.90105,15000,29278.90105,0.964693542
29-09-2022 19:00,11,10.82,11,40.2,41.5,40.2,0.45,0.43,0.42,1011.03,1040.405,1009.422,68,0.83,2.01,2.01,2.01,0.01,0.01,0.013,1.997,2,1.99,3319.4011,7019.788245,10339.18935,16000,26339.18935,0.968125451
29-09-2022 19:15,10.95,11,10.92,40.1,39.6,40.1,0.44,0.42,0.433,1008.515,992.772,1006.911,68,0.83,1.98,1.99,2.01,0.013,0.02,0.01,1.97,1.97,1.98,3178.8661,10981.44219,14160.30829,17000,31160.30829,0.96250987
29-09-2022 19:30,10.89,11.153,10.96,39.2,40.2,39.2,0.45,0.42,0.45,985.88,1007.814,984.312,68,0.83,2.01,2.01,1.992,0.01,0.03,0.02,1.99,1.98,1.982,3132.62456,13403.31725,16535.94181,16500,33035.94181,0.960342717
29-09-2022 19:45,11.03,11.1,10.8,38.5,40.1,38.5,0.44,0.42,0.43,968.275,1005.307,966.735,68,0.83,1.996,1.96,2.01,0.02,0.01,0.03,1.966,1.95,1.996,3029.864367,9628.851068,12658.71543,14000,26658.71543,0.967751244
29-09-2022 20:00,11.01,11.156,10.84,39,39.2,39,0.43,0.46,0.44,980.85,982.744,979.29,68,0.83,2.045,1.978,1.99,0.03,0.014,0.01,2.035,1.964,1.96,3058.902973,14130.93178,17189.83476,15500,32689.83476,0.960741883
29-09-2022 20:15,10.9,11.05,10.83,40.7,38.5,40.7,0.42,0.433,0.45,1023.605,965.195,1021.977,68,0.83,2.01,2.01,2.01,0.01,0.03,0.014,1.996,1.98,1.99,3212.8041,12813.34043,16026.14453,14000,30026.14453,0.963825062
29-09-2022 20:30,11.02,11.2,10.82,42,39,42,0.42,0.46,0.46,1056.3,977.73,1054.62,68,0.83,1.99,1.99,1.96,0.014,0.02,0.03,1.96,1.97,1.936,3331.53,11590.51111,14922.04111,13000,27922.04111,0.966274553
29-09-2022 20:45,11.17,11,11,41.5,40.7,41.5,0.42,0.44,0.45,1043.725,1020.349,1042.065,68,0.83,1.987,1.97,1.978,0.03,0.024,0.02,1.967,1.946,1.948,3364.002183,19229.46251,22593.46469,12000,34593.46469,0.958550521
29-09-2022 21:00,11.12,10.95,11.153,43,42,43,0.46,0.45,0.44,1081.45,1052.94,1079.73,68,0.83,2,2,2.01,0.02,0.03,0.024,1.976,1.97,2,3647.496667,18892.35829,22539.85496,13500,36039.85496,0.956892181
29-09-2022 21:15,11,10.89,11.1,43.5,41.5,43.5,0.433,0.45,0.45,1094.025,1040.405,1092.285,68,0.83,2,1.97,1.99,0.024,0.01,0.03,1.97,1.96,1.976,3647.636667,13194.19034,16841.827,14000,30841.827,0.962878822
29-09-2022 21:30,10.9,11.03,11.156,41,43,41,0.46,0.44,0.44,1031.15,1078.01,1029.51,68,0.83,2,2,1.97,0.03,0.014,0.01,1.99,1.986,1.94,3457.19,16059.29421,19516.48421,15000,34516.48421,0.958638943
29-09-2022 21:45,11,11.01,11.05,39,43.5,39,0.44,0.43,0.43,980.85,1090.545,979.29,68,0.83,1.97,2.02,2,0.01,0.03,0.014,1.956,1.99,1.98,3286.905,15104.34307,18391.24807,16000,34391.24807,0.958782827
29-09-2022 22:00,10.9,10.9,11.2,40,41,40,0.45,0.42,0.42,1006,1027.87,1004.4,68,0.83,2.01,2.03,1.97,0.014,0.02,0.03,1.98,2.01,1.946,3260.143333,11776.32358,15036.46691,17000,32036.46691,0.961496319
29-09-2022 22:15,10.923,11.02,11,42.5,39,42.5,0.45,0.433,0.42,1068.875,977.73,1067.175,68,0.83,1.98,2.01,2,0.03,0.024,0.02,1.96,1.986,1.97,3415.361667,19079.69978,22495.06145,16500,38995.06145,0.953521703
29-09-2022 22:39,10.94,11.17,10.95,39.7,40,39.7,0.44,0.45,0.42,998.455,1002.8,996.867,68,0.83,2,1.98,2.02,0.02,0.03,0.024,1.976,1.95,2.01,3167.9606,16710.13592,19878.09652,15000,34878.09652,0.958223726
29-09-2022 22:45,11,11.12,10.89,39.8,42.5,39.8,0.43,0.43,0.46,1000.97,1065.475,999.378,68,0.83,2.01,2.01,2.03,0.024,0.01,0.03,1.98,2,2.007,3343.361367,11809.64456,15153.00593,15500,30653.00593,0.963097701
29-09-2022 23:00,10.92,11,11.03,39.5,39.7,39.5,0.42,0.44,0.433,993.425,995.279,991.845,68,0.83,2.012,1.996,2.01,0.03,0.023,0.01,2.002,1.973,1.98,3140.40038,17466.68733,20607.08771,14000,34607.08771,0.958534874
29-09-2022 23:15,10.96,10.9,11.01,39.4,39.8,39.4,0.433,0.45,0.46,990.91,997.786,989.334,68,0.83,2,2.045,1.98,0.01,0.03,0.023,1.977,2.015,1.97,3139.251533,13236.36267,16375.61421,13000,29375.61421,0.964581049
29-09-2022 23:30,10.8,11,10.9,38.5,39.5,38.5,0.45,0.46,0.44,968.275,990.265,966.735,68,0.83,2.01,2.01,2.01,0.023,0.01,0.03,1.98,2,1.99,3031.5825,10466.34956,13497.93206,12000,25497.93206,0.969112058
29-09-2022 23:45,10.84,10.9,11.02,39,39.4,39,0.43,0.45,0.45,980.85,987.758,979.29,68,0.83,1.99,1.99,1.996,0.03,0.02,0.01,1.98,1.97,1.976,3050.634133,16128.37064,19179.00477,13500,32679.00477,0.960754379
30-09-2022 00:00,10.83,10.923,11.17,41,38.5,41,0.44,0.44,0.45,1031.15,965.195,1029.51,68,0.83,1.97,1.987,2.045,0.01,0.02,0.02,1.95,1.967,2.005,3231.481917,9761.773729,12993.25565,14000,26993.25565,0.967359763
30-09-2022 00:15,10.82,10.94,11.12,38.7,39,38.7,0.45,0.433,0.44,973.305,977.73,971.757,68,0.83,2,2,2.01,0.02,0.04,0.02,1.98,1.96,2,3015.9123,19068.04191,22083.95421,15000,37083.95421,0.955698644
30-09-2022 00:30,11,11,11,36,41,36,0.46,0.44,0.43,905.4,1027.87,903.96,68,0.83,1.97,2,1.99,0.02,0.01,0.04,1.93,1.99,1.97,2831.386667,8998.769656,11830.15632,16000,27830.15632,0.966381804
30-09-2022 00:45,11.153,10.92,10.9,39.5,38.7,39.5,0.45,0.46,0.42,993.425,970.209,991.845,68,0.83,1.98,2,1.987,0.04,0.02,0.01,1.97,1.98,1.977,3061.630583,19437.25258,22498.88317,17000,39498.88317,0.952949451
30-09-2022 01:00,11.1,10.96,11,39.1,36,39.1,0.44,0.42,0.433,983.365,902.52,981.801,68,0.83,2.03,1.97,2,0.01,0.01,0.02,2.01,1.96,1.987,2904.741433,5945.042252,8849.783685,16500,25349.78369,0.969286012
30-09-2022 01:15,11.156,10.8,10.9,39.1,39.5,39.1,0.433,0.41,0.45,983.365,990.265,981.801,68,0.83,2.01,2.01,2,0.02,0.013,0.01,2,1.997,1.99,3088.876867,10699.35816,13788.23503,15000,28788.23503,0.965264667
30-09-2022 01:30,11.05,10.84,10.923,39.1,39.1,39.1,0.44,0.4,0.43,983.365,980.237,981.801,68,0.83,1.98,1.98,2,0.01,0.01,0.013,1.967,1.97,1.97,3037.235867,6430.492136,9467.728002,15500,24967.728,0.969734903
30-09-2022 01:45,11.19,10.83,10.94,37.6,39.1,37.6,0.46,0.39,0.44,945.64,980.237,944.136,68,0.83,2.01,2,1.97,0.013,0.03,0.01,2,1.97,1.95,2894.794933,13486.81126,16381.60619,14000,30381.60619,0.963412477
30-09-2022 02:00,11.1,10.82,11,38.2,39.1,38.2,0.42,0.38,0.45,960.73,980.237,959.202,68,0.83,1.98,2.01,2.01,0.01,0.02,0.03,1.95,1.99,2,2965.0919,9492.029637,12457.12154,13000,25457.12154,0.969159971
30-09-2022 02:15,10.95,11,10.92,39.2,37.6,39.2,0.41,0.433,0.46,985.88,942.632,984.312,68,0.83,1.99,2.012,1.98,0.03,0.01,0.02,1.97,2.002,1.95,2981.64864,12688.00612,15669.65476,12000,27669.65476,0.966569205
30-09-2022 02:30,10.84,11.153,10.96,36.9,38.2,36.9,0.4,0.44,0.45,928.035,957.674,926.559,68,0.83,2.01,2,2,0.02,0.03,0.01,2,1.97,1.98,2792.845367,14916.14317,17708.98854,13500,31208.98854,0.9624535
30-09-2022 02:45,10.86,11.1,10.8,39.2,39.2,39.2,0.39,0.46,0.44,985.88,982.744,984.312,68,0.83,1.99,2.01,2.01,0.01,0.02,0.03,1.96,1.99,1.99,3078.402133,9688.279498,12766.68163,14000,26766.68163,0.967624867
30-09-2022 03:00,10.95,11.156,10.84,38.4,36.9,38.4,0.38,0.42,0.433,965.76,925.083,964.224,68,0.83,2,1.99,2.012,0.03,0.02,0.02,1.98,1.97,1.992,2875.17954,15038.54232,17913.72186,15000,32913.72186,0.960483636
30-09-2022 03:15,11,11.05,10.83,38.7,39.2,38.7,0.433,0.41,0.44,973.305,982.744,971.757,68,0.83,2.03,1.97,2,0.02,0.02,0.02,2.01,1.95,1.99,3020.957167,12760.53433,15781.4915,16000,31781.4915,0.961791057
30-09-2022 03:30,11.153,11.19,10.82,36,38.4,36,0.44,0.4,0.46,905.4,962.688,903.96,68,0.83,2.03,2,2.01,0.02,0.01,0.02,2.01,1.99,1.98,2728.32,8560.248084,11288.56808,17000,28288.56808,0.965846965
30-09-2022 03:45,11.1,11.1,11,39.5,38.7,39.5,0.46,0.39,0.42,993.425,970.209,991.845,68,0.83,2.01,1.97,1.99,0.02,0.03,0.01,2,1.94,1.97,3063.816433,15995.64939,19059.46582,16500,35559.46582,0.957442328
30-09-2022 04:00,11.156,10.95,11.153,39.1,36,39.1,0.42,0.38,0.41,983.365,902.52,981.801,68,0.84,2.01,1.98,1.97,0.01,0.02,0.03,1.98,1.96,1.96,2883.581267,8663.45609,11547.03736,15000,26547.03736,0.967882
30-09-2022 04:15,11.05,10.84,11.1,39.1,39.5,39.1,0.41,0.433,0.4,983.365,990.265,981.801,68,0.84,2.01,2.03,2,0.03,0.01,0.02,1.99,2.02,1.97,3099.278533,12945.36181,16044.64034,15500,31544.64034,0.962065007
30-09-2022 04:30,11.19,10.86,11.156,39,39.1,39,0.4,0.46,0.39,980.85,980.237,979.29,68,0.84,1.98,2.01,1.97,0.02,0.03,0.01,1.97,1.98,1.95,3026.9527,16025.68821,19052.64091,14000,33052.64091,0.960323467
30-09-2022 04:45,11.1,10.95,11.05,37.5,39.1,37.5,0.39,0.44,0.38,943.125,980.237,941.625,68,0.84,1.987,1.98,1.98,0.01,0.02,0.03,1.957,1.96,1.96,2868.54585,9380.12931,12248.67516,13000,25248.67516,0.969404767
30-09-2022 05:00,10.95,11,11.19,38.4,39,38.4,0.38,0.45,0.433,965.76,977.73,964.224,68,0.84,2.01,2.01,2.03,0.03,0.02,0.02,1.99,1.99,2.02,3004.8108,15706.39162,18711.20242,12000,30711.20242,0.96303023
30-09-2022 05:15,10.84,11.153,11.1,37.8,37.5,37.8,0.433,0.45,0.44,950.67,940.125,949.158,68,0.84,1.99,1.98,2.01,0.02,0.01,0.02,1.97,1.97,2,2833.245,8977.600765,11810.84576,13500,25310.84576,0.969331742
30-09-2022 05:30,10.86,11.1,10.95,36.5,38.4,36.5,0.46,0.44,0.46,917.975,962.688,916.515,68,0.84,1.987,1.99,1.98,0.02,0.01,0.01,1.977,1.98,1.96,2739.803383,8710.136339,11449.93972,14000,25449.93972,0.969168403
30-09-2022 05:45,10.95,11.156,10.84,38.7,37.8,38.7,0.44,0.43,0.42,973.305,947.646,971.757,68,0.84,2,2.01,2.01,0.01,0.02,0.01,1.99,1.99,2,2959.2351,9147.867542,12107.10264,15000,27107.10264,0.967226611
30-09-2022 06:00,10.8,11.05,10.86,36,36.5,36,0.45,0.42,0.41,905.4,915.055,903.96,68,0.84,2,1.99,1.98,0.01,0.01,0.02,1.98,1.98,1.967,2603.085833,5529.60911,8132.694943,16000,24132.69494,0.970717464
30-09-2022 06:15,10.85,11.19,10.95,39.5,38.7,39.5,0.45,0.433,0.4,993.425,970.209,991.845,68,0.84,2.04,2,1.99,0.02,0.013,0.01,2.03,1.987,1.98,3094.395833,10661.58487,13755.9807,17000,30755.9807,0.962978322
30-09-2022 06:30,10.9,11.1,11,39.1,36,39.1,0.44,0.45,0.39,983.365,902.52,981.801,68,0.84,1.97,2.03,2.01,0.01,0.01,0.013,1.957,2.02,1.99,2905.181267,5942.751383,8847.93265,16500,25347.93265,0.969288185
30-09-2022 06:45,10.99,10.95,11.153,39.1,39.5,39.1,0.43,0.43,0.38,983.365,990.265,981.801,68,0.84,2.01,2.03,1.99,0.013,0.02,0.01,2,2.01,1.956,3094.1825,10731.13361,13825.31611,14000,27825.31611,0.966387454
30-09-2022 07:00,10.85,10.84,11.1,39,39.1,39,0.42,0.44,0.433,980.85,980.237,979.29,68,0.84,1.99,2.01,2,0.01,0.034,0.02,1.97,1.976,1.977,3047.2327,14103.2162,17150.4489,15500,32650.4489,0.960787328
30-09-2022 07:15,10.9,10.86,11.156,37.5,39.1,37.5,0.433,0.45,0.46,943.125,980.237,941.625,68,0.84,2,2.01,2.03,0.02,0.023,0.034,1.966,1.987,2.007,2913.3652,13307.1986,16220.5638,14000,30220.5638,0.963599355
30-09-2022 07:30,11,10.95,11.05,38.4,39,38.4,0.45,0.46,0.44,965.76,977.73,964.224,68,0.84,2.01,2.01,2.03,0.034,0.023,0.023,1.987,1.987,2.007,3004.8108,17906.90164,20911.71244,13000,33911.71244,0.959334169
30-09-2022 07:45,10.9,10.8,11.19,37.8,37.5,37.8,0.43,0.45,0.45,950.67,940.125,949.158,68,0.84,1.99,1.98,2.01,0.023,0.023,0.023,1.967,1.957,2,2833.245,13712.27511,16545.52011,12000,28545.52011,0.965547433
30-09-2022 08:00,10.94,10.85,11.1,36.5,38.4,36.5,0.44,0.44,0.45,917.975,962.688,916.515,68,0.84,1.97,1.987,2.01,0.023,0.01,0.023,1.947,1.977,1.99,2744.101907,9556.786004,12300.88791,13500,25800.88791,0.968756527
30-09-2022 08:15,10.91,10.9,10.95,38,37.8,38,0.45,0.433,0.44,955.7,947.646,954.18,68,0.84,2,2.01,2.01,0.023,0.02,0.01,1.99,1.99,1.976,2887.469467,12992.51263,15879.9821,14000,29879.9821,0.963994815
30-09-2022 08:30,11.16,10.99,10.84,37.5,36.5,37.5,0.46,0.46,0.43,943.125,915.055,941.625,68,0.84,1.97,1.99,1.98,0.01,0.034,0.02,1.95,1.956,1.957,2735.288333,12460.91745,15196.20579,15000,30196.20579,0.963627627
30-09-2022 08:45,11,10.85,10.86,38.3,38,38.3,0.45,0.44,0.42,963.245,952.66,961.713,68,0.84,2.01,1.987,1.987,0.02,0.023,0.034,1.976,1.964,1.964,2910.795777,13154.47386,16065.26964,16000,32065.26964,0.961463036
30-09-2022 09:00,10.8,10.9,10.95,38.5,37.5,38.5,0.44,0.45,0.433,968.275,940.125,966.735,68,0.84,2.03,2,2.01,0.034,0.023,0.023,2.007,1.977,1.987,2933.596667,17409.12015,20342.71681,17000,37342.71681,0.955403306
30-09-2022 09:11,10.85,11,10.8,37.6,38.3,37.6,0.433,0.45,0.45,945.64,960.181,944.136,68,0.84,2.01,2,1.99,0.023,0.023,0.023,1.987,1.977,1.98,2862.94,13931.30469,16794.24469,16500,33294.24469,0.960045032
30-09-2022 09:15,10.9,10.9,10.85,38.2,38.5,38.2,0.46,0.44,0.43,960.73,965.195,959.202,68,0.84,2,2.04,1.987,0.023,0.01,0.023,1.977,2.03,1.967,2947.25996,10189.04153,13136.30149,15000,28136.30149,0.966024552
30-09-2022 09:30,10.99,10.94,10.9,39.2,37.6,39.2,0.44,0.43,0.44,985.88,942.632,984.312,68,0.84,2.01,1.97,2,0.023,0.02,0.01,2,1.95,1.966,2982.344533,13378.67016,16361.01469,15500,31861.01469,0.961699113
30-09-2022 09:45,10.85,10.91,10.99,36.9,38.2,36.9,0.45,0.42,0.45,928.035,957.674,926.559,68,0.84,1.96,2.01,2,0.01,0.034,0.02,1.94,1.976,1.977,2775.016,13271.25449,16046.27049,14000,30046.27049,0.963801692
30-09-2022 10:00,10.9,11.16,10.85,39.2,39.2,39.2,0.45,0.433,0.46,985.88,982.744,984.312,68,0.84,2.02,1.99,2.04,0.02,0.023,0.034,1.986,1.967,2.017,3098.890667,13895.24227,16994.13293,13000,29994.13293,0.963862235
30-09-2022 10:15,11,11,10.9,38.4,36.9,38.4,0.44,0.45,0.45,965.76,925.083,964.224,68,0.84,2.01,2,1.97,0.034,0.023,0.023,1.987,1.977,1.947,2863.9896,17138.87493,20002.86453,12000,32002.86453,0.961535151
30-09-2022 10:30,10.9,10.8,11,37.6,39.2,37.6,0.43,0.43,0.44,945.64,982.744,944.136,68,0.84,1.99,2.01,2.01,0.023,0.023,0.023,1.967,1.987,1.99,2914.562133,14267.39768,17181.95982,13500,30681.95982,0.963064131
30-09-2022 10:45,10.94,10.85,10.9,38.2,38.4,38.2,0.42,0.44,0.433,960.73,962.688,959.202,68,0.84,2,1.99,1.99,0.023,0.02,0.023,1.977,1.97,1.956,2918.914,13262.15814,16181.07214,14000,30181.07214,0.963645194
30-09-2022 11:00,10.91,10.9,10.94,39.2,37.6,39.2,0.433,0.45,0.46,985.88,942.632,984.312,68,0.84,2.03,1.97,2,0.023,0.034,0.02,2.01,1.936,1.977,2992.5888,17528.54161,20521.13041,15000,35521.13041,0.957486257
30-09-2022 11:17,11,10.99,10.91,36.9,38.2,36.9,0.45,0.46,0.44,928.035,957.674,926.559,68,0.84,2.03,2,2.01,0.02,0.023,0.034,1.996,1.977,1.987,2806.461467,12783.5635,15590.02497,16000,31590.02497,0.962012501
30-09-2022 11:30,10.9,10.85,11.16,39.2,39.2,39.2,0.43,0.45,0.45,985.88,982.744,984.312,68,0.84,2.01,1.97,1.99,0.034,0.023,0.023,1.987,1.947,1.97,3057.9136,18427.44353,21485.35713,17000,38485.35713,0.954101337
30-09-2022 11:45,10.923,10.9,11,38.4,36.9,38.4,0.44,0.44,0.45,965.76,925.083,964.224,68,0.84,1.98,2.01,1.97,0.023,0.02,0.023,1.957,1.99,1.95,2853.7827,12863.22432,15717.00702,16500,32217.00702,0.961287733
30-09-2022 12:00,10.94,11,10.8,38.4,39.2,38.4,0.45,0.45,0.44,965.76,982.744,964.224,68,0.84,2.01,2.03,2,0.023,0.02,0.02,1.99,2.01,1.98,3010.788267,13595.64152,16606.42979,15000,31606.42979,0.961993524
30-09-2022 12:15,11,10.9,10.85,38.4,38.4,38.4,0.46,0.44,0.43,965.76,962.688,964.224,68,0.84,1.98,2.01,1.97,0.02,0.02,0.02,1.96,1.99,1.96,2929.4592,12402.83191,15332.29111,15500,30832.29111,0.962889874
30-09-2022 12:30,10.92,10.94,10.9,38,38.4,38,0.45,0.43,0.42,955.7,962.688,954.18,68,0.84,2,2,2.01,0.02,0.01,0.02,1.98,1.99,1.98,2913.186667,9184.671751,12097.85842,14000,26097.85842,0.968408273
30-09-2022 12:45,10.96,10.91,10.99,37.5,38.4,37.5,0.44,0.42,0.433,943.125,962.688,941.625,68,0.84,2.01,2.01,2.03,0.02,0.03,0.01,2,1.98,2.01,2881.7052,15200.71904,18082.42424,13000,31082.42424,0.96260007
30-09-2022 13:00,10.8,11,10.85,38.3,38,38.3,0.45,0.42,0.45,963.245,952.66,961.713,68,0.84,1.99,1.96,2.01,0.01,0.02,0.03,1.96,1.94,2,2899.266667,9152.827401,12052.09407,12000,24052.09407,0.970812411
30-09-2022 13:15,10.84,10.9,10.9,38.5,37.5,38.5,0.44,0.42,0.43,968.275,940.125,966.735,68,0.84,2.01,2.02,2,0.03,0.01,0.02,1.99,2.01,1.97,2928.149167,12328.12638,15256.27554,13500,28756.27554,0.965301891
30-09-2022 13:30,10.83,10.923,11,37.6,38.3,37.6,0.43,0.46,0.44,945.64,960.181,944.136,68,0.84,2,2.01,2.01,0.02,0.03,0.01,1.99,1.98,1.99,2872.542167,15184.18938,18056.73154,14000,32056.73154,0.961472902
30-09-2022 13:45,10.82,10.94,10.9,38.2,38.5,38.2,0.42,0.433,0.45,960.73,965.195,959.202,68,0.84,1.97,1.99,1.96,0.01,0.02,0.03,1.94,1.97,1.94,2894.830233,9296.941717,12191.77195,15000,27191.77195,0.967127608
30-09-2022 14:10,11.14,11,10.94,39.2,37.6,39.2,0.42,0.46,0.46,985.88,942.632,984.312,68,0.84,2.03,2,2.02,0.03,0.02,0.02,2.01,1.98,2.01,3016.970667,15649.85641,18666.82707,16000,34666.82707,0.958466269
30-09-2022 14:15,11.05,10.92,10.91,36.9,38.2,36.9,0.42,0.44,0.45,928.035,957.674,926.559,68,0.84,2,2.03,2.01,0.02,0.01,0.02,1.98,2.02,2,2807.437767,8804.968436,11612.4062,17000,28612.4062,0.965469493
30-09-2022 14:30,10.93,10.96,11,39.2,39.2,39.2,0.46,0.45,0.44,985.88,982.744,984.312,68,0.84,2.01,2.03,1.99,0.02,0.01,0.01,2,2.02,1.97,3088.6464,9702.296101,12790.9425,16500,29290.9425,0.964679534
30-09-2022 14:45,10.99,10.8,10.9,38.4,36.9,38.4,0.433,0.45,0.45,965.76,925.083,964.224,68,0.84,1.99,2.01,2,0.01,0.02,0.01,1.98,1.99,1.99,2873.4435,8817.379051,11690.82255,15000,26690.82255,0.967713658
30-09-2022 15:00,11.195,10.84,10.923,38.7,39.2,38.7,0.46,0.44,0.44,973.305,982.744,971.757,68,0.84,2,1.98,2.03,0.01,0.01,0.02,1.98,1.97,2.017,3026.0793,6383.506355,9409.585655,15500,24909.58566,0.969803253
30-09-2022 15:15,10.96,10.83,10.94,36,38.4,36,0.44,0.43,0.43,905.4,962.688,903.96,68,0.84,2.02,2.01,2.03,0.02,0.013,0.01,2.01,1.997,2.02,2737.5552,9484.00307,12221.55827,14000,26221.55827,0.968263285
30-09-2022 15:30,11,10.82,11,39.5,38.7,39.5,0.45,0.42,0.42,993.425,970.209,991.845,68,0.84,2.01,1.98,2.01,0.01,0.01,0.013,1.997,1.97,1.99,3079.2104,6431.627109,9510.837509,13000,22510.83751,0.972631561
30-09-2022 15:45,10.9,11.14,10.92,39.1,36,39.1,0.45,0.433,0.42,983.365,902.52,981.801,68,0.84,2,2,1.98,0.013,0.02,0.01,1.99,1.98,1.946,2892.221267,9623.917473,12516.13874,12000,24516.13874,0.970266029
30-09-2022 16:00,10.923,11.05,10.96,39.1,39.5,39.1,0.44,0.45,0.42,983.365,990.265,981.801,68,0.84,1.99,2.01,2.01,0.01,0.034,0.02,1.97,1.976,1.987,3083.780833,14343.64848,17427.42931,13500,30927.42931,0.962779626
30-09-2022 16:15,10.94,10.93,10.8,39,39.1,39,0.43,0.43,0.46,980.85,980.237,979.29,68,0.84,2,1.99,1.98,0.02,0.023,0.034,1.966,1.967,1.957,3031.970633,13791.50519,16823.47582,14000,30823.47582,0.96290009
30-09-2022 16:30,11,10.99,10.84,37.5,39.1,37.5,0.42,0.44,0.433,943.125,980.237,941.625,68,0.84,2.03,2.01,2,0.034,0.023,0.023,2.007,1.987,1.98,2913.3652,17454.67489,20368.04009,15000,35368.04009,0.957661727
30-09-2022 16:45,10.92,11.195,10.83,38.4,39,38.4,0.433,0.45,0.46,965.76,977.73,964.224,68,0.84,2.02,2,2.01,0.023,0.02,0.023,1.997,1.98,2,2994.8256,13531.07363,16525.89923,16000,32525.89923,0.960931066
30-09-2022 17:00,10.96,10.96,10.82,37.8,37.5,37.8,0.45,0.46,0.44,950.67,940.125,949.158,68,0.84,1.98,1.97,1.99,0.023,0.01,0.02,1.96,1.96,1.96,2814.2691,9881.374214,12695.64331,17000,29695.64331,0.964208992
30-09-2022 17:15,10.8,11,11.14,36.5,38.4,36.5,0.43,0.45,0.45,917.975,962.688,916.515,68,0.84,2,2.03,2.01,0.02,0.03,0.01,1.99,2,1.99,2778.559767,14888.59091,17667.15067,16500,34167.15067,0.959040403
30-09-2022 17:24,10.84,10.9,11.05,38.7,37.8,38.7,0.44,0.44,0.45,973.305,947.646,971.757,68,0.84,1.99,2,2,0.01,0.02,0.03,1.96,1.98,1.99,2944.4877,9154.345922,12098.83362,14000,26098.83362,0.968407129
30-09-2022 17:30,10.83,10.923,10.93,36,36.5,36,0.45,0.433,0.44,905.4,915.055,903.96,68,0.84,2,2.01,1.97,0.03,0.01,0.02,1.98,2,1.94,2607.6475,10994.60351,13602.25101,15500,29102.25101,0.964899081
30-09-2022 17:45,10.82,10.94,10.99,39.5,38.7,39.5,0.46,0.46,0.43,993.425,970.209,991.845,68,0.84,2.03,1.99,2.03,0.02,0.03,0.01,2.02,1.96,2.01,3105.006033,15995.64939,19100.65542,14000,33100.65542,0.96026812
30-09-2022 18:00,11,11,11.195,39.1,36,39.1,0.45,0.44,0.42,983.365,902.52,981.801,68,0.84,2.03,2,2,0.01,0.02,0.03,2,1.98,1.98,2917.701433,8663.45609,11581.15752,13000,24581.15752,0.970189523
30-09-2022 18:15,11.153,10.92,10.96,39.1,39.5,39.1,0.44,0.45,0.433,983.365,990.265,981.801,68,0.84,2.02,2.02,2.01,0.03,0.02,0.02,2,2,1.97,3104.269767,16214.11104,19318.38081,12000,31318.38081,0.962326852
30-09-2022 18:30,11.1,10.96,11,39,39.1,39,0.433,0.45,0.45,980.85,980.237,979.29,68,0.84,2.02,2.01,1.99,0.02,0.04,0.02,2,1.97,1.98,3057.3727,19231.83443,22289.20713,13500,35789.20713,0.957179147
30-09-2022 18:45,11.156,10.8,10.9,37.5,39.1,37.5,0.46,0.44,0.43,943.125,980.237,941.625,68,0.84,2.01,2,2,0.02,0.01,0.04,1.97,1.99,1.98,2898.894167,9145.335358,12044.22952,14000,26044.22952,0.968471144
30-09-2022 19:00,11.05,10.84,10.923,38.4,39,38.4,0.44,0.43,0.44,965.76,977.73,964.224,68,0.84,2.01,1.99,2.02,0.04,0.02,0.01,2,1.97,2.01,2989.7556,18812.15213,21801.90773,15000,36801.90773,0.956020765
30-09-2022 19:15,11.2,10.83,10.94,37.8,37.5,37.8,0.45,0.42,0.45,950.67,940.125,949.158,68,0.84,2.03,2,2.01,0.01,0.01,0.02,2.01,1.99,1.997,2861.6712,5965.022602,8826.693802,16000,24826.6938,0.969900715
